Date,Close
2000-11-13,141.3197784423828
2000-11-14,130.72079467773438
2000-11-15,141.3197784423828
2000-11-16,144.85276794433594
2000-11-17,144.85276794433594
2000-11-20,143.08627319335938
2000-11-21,137.7867889404297
2000-11-22,136.02027893066406
2000-11-23,136.02027893066406
2000-11-24,137.7867889404297
2000-11-27,134.2537841796875
2000-11-28,137.7867889404297
2000-11-29,136.02027893066406
2000-11-30,136.02027893066406
2000-12-01,134.2537841796875
2000-12-04,127.1877899169922
2000-12-05,128.95428466796875
2000-12-06,128.95428466796875
2000-12-07,127.1877899169922
2000-12-08,125.42131042480467
2000-12-11,123.65480041503906
2000-12-12,123.65480041503906
2000-12-13,127.1877899169922
2000-12-14,130.72079467773438
2000-12-15,123.65480041503906
2000-12-18,120.1218032836914
2000-12-19,118.35530853271484
2000-12-20,118.35530853271484
2000-12-21,123.65480041503906
2000-12-22,118.35530853271484
2000-12-25,118.35530853271484
2000-12-26,118.35530853271484
2000-12-27,118.35530853271484
2000-12-28,118.35530853271484
2000-12-29,118.35530853271484
2001-01-01,118.35530853271484
2001-01-02,109.5228271484375
2001-01-03,104.22333526611328
2001-01-04,107.7563247680664
2001-01-05,111.28932189941406
2001-01-08,109.5228271484375
2001-01-09,109.5228271484375
2001-01-10,109.5228271484375
2001-01-11,109.5228271484375
2001-01-12,109.5228271484375
2001-01-15,111.28932189941406
2001-01-16,111.28932189941406
2001-01-17,111.28932189941406
2001-01-18,111.28932189941406
2001-01-19,111.28932189941406
2001-01-22,111.28932189941406
2001-01-23,111.28932189941406
2001-01-24,114.82231903076172
2001-01-25,111.28932189941406
2001-01-26,111.28932189941406
2001-01-29,111.28932189941406
2001-01-30,111.28932189941406
2001-01-31,113.05582427978516
2001-02-01,113.05582427978516
2001-02-02,113.05582427978516
2001-02-05,123.65480041503906
2001-02-06,114.82231903076172
2001-02-07,114.82231903076172
2001-02-08,113.05582427978516
2001-02-09,113.05582427978516
2001-02-12,113.05582427978516
2001-02-13,114.82231903076172
2001-02-14,114.82231903076172
2001-02-15,114.82231903076172
2001-02-16,114.82231903076172
2001-02-19,114.82231903076172
2001-02-20,114.82231903076172
2001-02-21,114.82231903076172
2001-02-22,114.82231903076172
2001-02-23,114.82231903076172
2001-02-26,114.82231903076172
2001-02-27,114.82231903076172
2001-02-28,114.82231903076172
2001-03-01,114.82231903076172
2001-03-02,114.82231903076172
2001-03-05,114.82231903076172
2001-03-06,113.05582427978516
2001-03-07,114.82231903076172
2001-03-08,114.82231903076172
2001-03-09,113.05582427978516
2001-03-12,113.05582427978516
2001-03-13,109.5228271484375
2001-03-14,109.5228271484375
2001-03-15,109.5228271484375
2001-03-16,107.7563247680664
2001-03-19,105.98983764648438
2001-03-20,100.69033813476562
2001-03-21,104.22333526611328
2001-03-22,98.92384338378906
2001-03-23,104.22333526611328
2001-03-26,104.22333526611328
2001-03-27,100.69033813476562
2001-03-28,100.69033813476562
2001-03-29,98.92384338378906
2001-03-30,98.92384338378906
2001-04-02,97.15734100341795
2001-04-03,95.3908462524414
2001-04-04,93.62434387207033
2001-04-05,95.3908462524414
2001-04-06,91.85785675048828
2001-04-09,90.0913543701172
2001-04-10,93.62434387207033
2001-04-11,93.62434387207033
2001-04-12,91.85785675048828
2001-04-13,91.85785675048828
2001-04-16,91.85785675048828
2001-04-17,90.0913543701172
2001-04-18,90.0913543701172
2001-04-19,75.9593734741211
2001-04-20,70.6598892211914
2001-04-23,74.19287872314453
2001-04-24,74.19287872314453
2001-04-25,77.72587585449219
2001-04-26,77.72587585449219
2001-04-27,88.32485961914062
2001-04-30,90.0913543701172
2001-05-01,91.85785675048828
2001-05-02,90.0913543701172
2001-05-03,91.85785675048828
2001-05-04,98.92384338378906
2001-05-07,98.92384338378906
2001-05-08,95.3908462524414
2001-05-09,93.62434387207033
2001-05-10,93.62434387207033
2001-05-11,91.85785675048828
2001-05-14,93.62434387207033
2001-05-15,91.85785675048828
2001-05-16,93.62434387207033
2001-05-17,93.62434387207033
2001-05-18,93.62434387207033
2001-05-21,90.0913543701172
2001-05-22,91.85785675048828
2001-05-23,93.62434387207033
2001-05-24,93.62434387207033
2001-05-25,91.85785675048828
2001-05-28,91.85785675048828
2001-05-29,93.62434387207033
2001-05-30,93.62434387207033
2001-05-31,90.0913543701172
2001-06-01,93.62434387207033
2001-06-04,93.62434387207033
2001-06-05,90.0913543701172
2001-06-06,90.0913543701172
2001-06-07,91.85785675048828
2001-06-08,90.0913543701172
2001-06-11,97.15734100341795
2001-06-12,98.92384338378906
2001-06-13,107.7563247680664
2001-06-14,107.7563247680664
2001-06-15,102.45684051513672
2001-06-18,98.92384338378906
2001-06-19,100.7224578857422
2001-06-20,104.31968688964844
2001-06-21,102.52107238769533
2001-06-22,115.1113739013672
2001-06-25,106.11830139160156
2001-06-26,107.91692352294922
2001-06-27,106.11830139160156
2001-06-28,102.52107238769533
2001-06-29,97.12522888183594
2001-07-02,98.92383575439452
2001-07-03,100.7224578857422
2001-07-04,97.12522888183594
2001-07-05,98.92383575439452
2001-07-06,98.92383575439452
2001-07-09,98.92383575439452
2001-07-10,102.52107238769533
2001-07-11,102.52107238769533
2001-07-12,104.31968688964844
2001-07-13,104.31968688964844
2001-07-16,104.31968688964844
2001-07-17,107.91692352294922
2001-07-18,107.91692352294922
2001-07-19,111.51414489746094
2001-07-20,107.91692352294922
2001-07-23,109.7155303955078
2001-07-24,106.11830139160156
2001-07-25,102.52107238769533
2001-07-26,102.52107238769533
2001-07-27,104.31968688964844
2001-07-30,104.31968688964844
2001-07-31,102.52107238769533
2001-08-01,102.52107238769533
2001-08-02,102.52107238769533
2001-08-03,98.92383575439452
