Date,Close
2013-06-17,227.8022003173828
2013-06-18,218.6901092529297
2013-06-19,218.6901092529297
2013-06-20,214.13406372070312
2013-06-21,214.13406372070312
2013-06-24,214.13406372070312
2013-06-25,205.02197265625
2013-06-26,205.02197265625
2013-06-27,223.2461395263672
2013-06-28,218.6901092529297
2013-07-01,218.6901092529297
2013-07-02,214.13406372070312
2013-07-03,209.57801818847656
2013-07-04,209.57801818847656
2013-07-05,205.02197265625
2013-07-08,195.90989685058597
2013-07-09,195.90989685058597
2013-07-10,195.90989685058597
2013-07-11,195.90989685058597
2013-07-12,200.4659423828125
2013-07-15,195.90989685058597
2013-07-16,195.90989685058597
2013-07-17,195.90989685058597
2013-07-18,191.3538360595703
2013-07-19,191.3538360595703
2013-07-22,182.24176025390625
2013-07-23,186.7978057861328
2013-07-24,178.596923828125
2013-07-25,182.24176025390625
2013-07-26,195.90989685058597
2013-07-29,195.90989685058597
2013-07-30,200.4659423828125
2013-07-31,218.6901092529297
2013-08-01,232.3582305908203
2013-08-02,246.0263671875
2013-08-12,241.47032165527344
2013-08-13,232.3582305908203
2013-08-14,236.91429138183597
2013-08-15,268.8066101074219
2013-08-16,268.8066101074219
2013-08-19,236.91429138183597
2013-08-20,218.6901092529297
2013-08-21,232.3582305908203
2013-08-22,236.91429138183597
2013-08-23,250.5824279785156
2013-08-26,250.5824279785156
2013-08-27,236.91429138183597
2013-08-28,236.91429138183597
2013-08-29,236.91429138183597
2013-08-30,250.5824279785156
2013-09-02,250.5824279785156
2013-09-03,241.47032165527344
2013-09-04,232.3582305908203
2013-09-05,232.3582305908203
2013-09-06,227.8022003173828
2013-09-09,236.91429138183597
2013-09-10,236.91429138183597
2013-09-11,236.91429138183597
2013-09-12,241.47032165527344
2013-09-13,236.91429138183597
2013-09-16,232.3582305908203
2013-09-17,236.91429138183597
2013-09-18,232.3582305908203
2013-09-19,227.8022003173828
2013-09-20,232.3582305908203
2013-09-23,227.8022003173828
2013-09-24,227.8022003173828
2013-09-25,227.8022003173828
2013-09-26,232.3582305908203
2013-09-27,223.2461395263672
2013-09-30,223.2461395263672
2013-10-01,218.6901092529297
2013-10-02,227.8022003173828
2013-10-03,227.8022003173828
2013-10-04,227.8022003173828
2013-10-07,241.47032165527344
2013-10-08,241.47032165527344
2013-10-09,246.0263671875
2013-10-10,250.5824279785156
2013-10-11,250.5824279785156
2013-10-16,259.69451904296875
2013-10-17,259.69451904296875
2013-10-18,255.1384735107422
2013-10-21,255.1384735107422
2013-10-22,255.1384735107422
2013-10-23,255.1384735107422
2013-10-24,255.1384735107422
2013-10-25,250.5824279785156
2013-10-28,255.1384735107422
2013-10-29,241.47032165527344
2013-10-30,241.47032165527344
2013-10-31,241.47032165527344
2013-11-01,232.3582305908203
2013-11-04,232.3582305908203
2013-11-06,227.8022003173828
2013-11-07,236.91429138183597
2013-11-08,232.3582305908203
2013-11-11,232.3582305908203
2013-11-12,241.47032165527344
2013-11-13,241.47032165527344
2013-11-14,246.0263671875
2013-11-15,246.0263671875
2013-11-18,241.47032165527344
2013-11-19,241.47032165527344
2013-11-20,236.91429138183597
2013-11-21,236.91429138183597
2013-11-22,236.91429138183597
2013-11-25,236.91429138183597
2013-11-26,236.91429138183597
2013-11-27,227.8022003173828
2013-11-28,227.8022003173828
2013-11-29,227.8022003173828
2013-12-02,223.2461395263672
2013-12-03,218.6901092529297
2013-12-04,232.3582305908203
2013-12-05,232.3582305908203
2013-12-06,232.3582305908203
2013-12-09,223.2461395263672
2013-12-10,223.2461395263672
2013-12-11,223.2461395263672
2013-12-12,218.6901092529297
2013-12-13,214.13406372070312
2013-12-16,214.13406372070312
2013-12-17,214.13406372070312
2013-12-18,218.6901092529297
2013-12-19,218.6901092529297
2013-12-20,218.6901092529297
2013-12-23,218.6901092529297
2013-12-24,218.6901092529297
2013-12-27,218.6901092529297
2013-12-30,223.2461395263672
2014-01-02,214.13406372070312
2014-01-03,214.13406372070312
2014-01-06,216.86769104003903
2014-01-07,215.9564971923828
2014-01-08,216.86769104003903
2014-01-09,221.4237365722656
2014-01-10,229.6246337890625
2014-01-13,246.0263671875
2014-01-15,248.76004028320312
2014-01-16,244.20396423339844
2014-01-17,245.1151580810547
2014-01-20,247.84878540039065
2014-01-21,257.8721008300781
2014-01-22,256.9608764648437
2014-01-23,272.451416015625
2014-01-24,273.3626403808594
2014-01-27,272.451416015625
2014-01-28,271.5402526855469
2014-01-29,269.7178039550781
2014-01-30,269.7178039550781
2014-02-03,269.7178039550781
2014-02-04,267.8953857421875
2014-02-05,261.5169677734375
2014-02-06,243.2927398681641
2014-02-07,241.47032165527344
2014-02-10,243.2927398681641
2014-02-11,243.2927398681641
2014-02-12,246.0263671875
2014-02-13,242.3815155029297
2014-02-14,239.6479339599609
2014-02-17,238.7367248535156
2014-02-18,239.6479339599609
2014-02-19,238.7367248535156
2014-02-20,238.7367248535156
2014-02-21,228.7134246826172
2014-02-24,230.53582763671875
2014-02-25,236.91429138183597
2014-02-26,235.0918884277344
2014-02-27,231.4470367431641
2014-02-28,234.1806640625
2014-03-03,227.8022003173828
2014-03-04,228.7134246826172
2014-03-05,230.53582763671875
2014-03-06,237.8254852294922
2014-03-07,242.3815155029297
2014-03-10,246.0263671875
2014-03-11,247.84878540039065
2014-03-12,245.1151580810547
2014-03-13,254.22726440429688
2014-03-14,256.0496826171875
