Date,Close
2021-12-07,200.0
2021-12-08,197.0
2021-12-09,197.0
2021-12-10,232.0
2021-12-13,226.0
2021-12-14,220.0
2021-12-15,226.0
2021-12-16,224.0
2021-12-17,220.0
2021-12-20,214.0
2021-12-21,230.0
2021-12-22,224.0
2021-12-23,226.0
2021-12-24,224.0
2021-12-27,220.0
2021-12-28,222.0
2021-12-29,220.0
2021-12-30,222.0
2022-01-03,226.0
2022-01-04,228.0
2022-01-05,224.0
2022-01-06,226.0
2022-01-07,228.0
2022-01-10,240.0
2022-01-11,300.0
2022-01-12,322.0
2022-01-13,300.0
2022-01-14,336.0
2022-01-17,326.0
2022-01-18,334.0
2022-01-19,344.0
2022-01-20,332.0
2022-01-21,326.0
2022-01-24,328.0
2022-01-25,390.0
2022-01-26,412.0
2022-01-27,394.0
2022-01-28,382.0
2022-01-31,388.0
2022-02-02,390.0
2022-02-03,408.0
2022-02-04,410.0
2022-02-07,418.0
2022-02-08,410.0
2022-02-09,408.0
2022-02-10,394.0
2022-02-11,388.0
2022-02-14,384.0
2022-02-15,398.0
2022-02-16,398.0
2022-02-17,392.0
2022-02-18,392.0
2022-02-21,390.0
2022-02-22,384.0
2022-02-23,382.0
2022-02-24,368.0
2022-02-25,380.0
2022-03-01,392.0
2022-03-02,426.0
2022-03-04,404.0
2022-03-07,408.0
2022-03-08,416.0
2022-03-09,416.0
2022-03-10,400.0
2022-03-11,392.0
2022-03-14,432.0
2022-03-15,462.0
2022-03-16,466.0
2022-03-17,474.0
2022-03-18,458.0
2022-03-21,446.0
2022-03-22,444.0
2022-03-23,432.0
2022-03-24,440.0
2022-03-25,430.0
2022-03-28,430.0
2022-03-29,416.0
2022-03-30,430.0
2022-03-31,424.0
2022-04-01,426.0
2022-04-04,426.0
2022-04-05,410.0
2022-04-06,420.0
2022-04-07,428.0
2022-04-08,434.0
2022-04-11,438.0
2022-04-12,444.0
2022-04-13,426.0
2022-04-14,430.0
2022-04-18,434.0
2022-04-19,424.0
2022-04-20,400.0
2022-04-21,390.0
2022-04-22,388.0
2022-04-25,392.0
2022-04-26,388.0
2022-04-27,400.0
2022-04-28,412.0
2022-05-09,410.0
2022-05-10,408.0
2022-05-11,418.0
2022-05-12,464.0
2022-05-13,494.0
2022-05-17,560.0
2022-05-18,585.0
2022-05-19,580.0
2022-05-20,540.0
2022-05-23,535.0
2022-05-24,665.0
2022-05-25,735.0
2022-05-27,685.0
2022-05-30,670.0
2022-05-31,705.0
2022-06-02,665.0
2022-06-03,620.0
2022-06-06,655.0
2022-06-07,655.0
2022-06-08,620.0
2022-06-09,610.0
2022-06-10,635.0
2022-06-13,700.0
2022-06-14,655.0
2022-06-15,625.0
2022-06-16,625.0
2022-06-17,585.0
2022-06-20,585.0
2022-06-21,600.0
2022-06-22,585.0
2022-06-23,630.0
2022-06-24,675.0
2022-06-27,630.0
2022-06-28,620.0
2022-06-29,605.0
2022-06-30,600.0
2022-07-01,580.0
2022-07-04,600.0
2022-07-05,610.0
2022-07-06,595.0
2022-07-07,645.0
2022-07-08,635.0
2022-07-11,645.0
2022-07-12,720.0
2022-07-13,770.0
2022-07-14,720.0
2022-07-15,710.0
2022-07-18,700.0
2022-07-19,740.0
2022-07-20,750.0
2022-07-21,775.0
2022-07-22,755.0
2022-07-25,720.0
2022-07-26,735.0
2022-07-27,730.0
2022-07-28,850.0
2022-07-29,795.0
2022-08-01,815.0
2022-08-02,795.0
2022-08-03,830.0
2022-08-04,830.0
2022-08-05,845.0
2022-08-08,875.0
2022-08-09,860.0
2022-08-10,840.0
2022-08-11,820.0
2022-08-12,805.0
2022-08-15,815.0
2022-08-16,825.0
2022-08-18,805.0
2022-08-19,805.0
2022-08-22,805.0
2022-08-23,815.0
2022-08-24,805.0
2022-08-25,795.0
2022-08-26,775.0
2022-08-29,780.0
2022-08-30,835.0
2022-08-31,810.0
2022-09-01,795.0
2022-09-02,785.0
2022-09-05,780.0
2022-09-06,835.0
2022-09-07,985.0
2022-09-08,1130.0
2022-09-09,1055.0
2022-09-12,985.0
2022-09-13,1045.0
2022-09-14,980.0
2022-09-15,995.0
2022-09-16,980.0
2022-09-19,915.0
2022-09-20,890.0
2022-09-21,890.0
2022-09-22,895.0
2022-09-23,905.0
2022-09-26,895.0
2022-09-27,905.0
2022-09-28,900.0
2022-09-29,970.0
2022-09-30,975.0
2022-10-03,950.0
2022-10-04,1020.0
2022-10-05,990.0
2022-10-06,965.0
2022-10-07,1025.0
2022-10-10,1030.0
2022-10-11,1055.0
2022-10-12,1065.0
2022-10-13,1040.0
2022-10-14,1015.0
2022-10-17,1005.0
2022-10-18,1005.0
2022-10-19,1015.0
2022-10-20,995.0
2022-10-21,1000.0
2022-10-24,1000.0
2022-10-25,1055.0
2022-10-26,1015.0
2022-10-27,1025.0
2022-10-28,1015.0
2022-10-31,990.0
2022-11-01,990.0
2022-11-02,1020.0
2022-11-03,1025.0
2022-11-04,1005.0
2022-11-07,1005.0
2022-11-08,1000.0
2022-11-09,975.0
2022-11-10,950.0
2022-11-11,985.0
2022-11-14,995.0
2022-11-15,970.0
2022-11-16,950.0
2022-11-17,960.0
2022-11-18,990.0
2022-11-21,1010.0
2022-11-22,995.0
2022-11-23,1030.0
2022-11-24,990.0
2022-11-25,955.0
2022-11-28,960.0
2022-11-29,970.0
2022-11-30,975.0
2022-12-01,965.0
2022-12-02,950.0
2022-12-05,935.0
2022-12-06,940.0
2022-12-07,935.0
2022-12-08,930.0
2022-12-09,920.0
2022-12-12,920.0
2022-12-13,960.0
2022-12-14,945.0
2022-12-15,965.0
2022-12-16,960.0
2022-12-19,930.0
2022-12-20,920.0
2022-12-21,940.0
2022-12-22,940.0
2022-12-23,935.0
2022-12-26,935.0
2022-12-27,945.0
2022-12-28,940.0
2022-12-29,940.0
2022-12-30,940.0
2023-01-02,935.0
2023-01-03,945.0
2023-01-04,950.0
2023-01-05,930.0
2023-01-06,930.0
2023-01-09,935.0
2023-01-10,915.0
2023-01-11,910.0
2023-01-12,850.0
2023-01-13,830.0
2023-01-16,845.0
2023-01-17,850.0
2023-01-18,820.0
2023-01-19,835.0
2023-01-20,815.0
2023-01-24,780.0
2023-01-25,825.0
2023-01-26,885.0
2023-01-27,875.0
2023-01-30,855.0
2023-01-31,860.0
2023-02-01,865.0
