,y_actual,y_predict
0,840.0,826.2767333984375
1,840.0,817.61474609375
2,860.0,816.1106567382812
3,850.0,836.4261474609375
4,850.0,825.3838500976562
5,820.0,826.2821044921875
6,820.0,799.5700073242188
7,820.0,796.7708740234375
8,820.0,797.684814453125
9,720.0,795.9051513671875
10,720.0,710.796875
11,720.0,699.5497436523438
12,710.0,698.3750610351562
13,700.0,688.338134765625
14,700.0,687.9985961914062
15,710.0,686.995361328125
16,740.0,694.4763793945312
17,860.0,723.149169921875
18,880.0,838.053955078125
19,830.0,857.0160522460938
20,920.0,812.2781372070312
21,880.0,901.927734375
22,810.0,854.7818603515625
23,820.0,786.1063232421875
24,820.0,802.0784912109375
25,840.0,791.9728393554688
26,820.0,811.4557495117188
27,800.0,799.7732543945312
28,820.0,779.5986938476562
29,790.0,799.423583984375
30,800.0,766.9981689453125
31,790.0,777.7039184570312
32,790.0,771.3905029296875
33,800.0,767.2206420898438
34,800.0,780.9522705078125
35,790.0,779.696533203125
36,770.0,770.825927734375
37,790.0,751.5037231445312
38,790.0,769.2731323242188
39,790.0,769.45947265625
40,790.0,769.456298828125
41,670.0,772.6673583984375
42,670.0,670.389404296875
43,670.0,658.634765625
44,700.0,654.4892578125
45,700.0,675.4619750976562
46,700.0,691.0875854492188
47,700.0,690.0763549804688
48,800.0,690.5422973632812
49,790.0,780.8416748046875
50,790.0,774.1486206054688
51,790.0,772.908447265625
52,790.0,778.7229614257812
53,790.0,769.5178833007812
54,790.0,770.6223754882812
55,790.0,770.6223754882812
56,820.0,770.6223754882812
57,780.0,799.170166015625
58,790.0,761.2053833007812
59,800.0,769.9364013671875
60,900.0,782.0247802734375
61,880.0,872.1878051757812
62,880.0,855.4807739257812
63,880.0,855.9411010742188
64,800.0,861.4888305664062
65,770.0,777.9287719726562
66,730.0,748.8877563476562
67,700.0,710.45751953125
68,650.0,680.4985961914062
69,650.0,643.5961303710938
70,650.0,640.5453491210938
71,740.0,641.3235473632812
72,660.0,718.7448120117188
73,680.0,659.4545288085938
74,700.0,670.415771484375
75,650.0,694.21142578125
76,720.0,644.5281372070312
77,610.0,702.9620971679688
78,600.0,611.7332763671875
79,750.0,599.3885498046875
80,780.0,735.029052734375
81,600.0,755.147216796875
82,600.0,612.6919555664062
83,650.0,602.7657470703125
84,690.0,634.0921630859375
85,500.0,661.8856811523438
86,560.0,513.118408203125
87,600.0,559.4107055664062
88,600.0,589.5328979492188
89,660.0,589.5252685546875
90,600.0,662.9441528320312
91,500.0,600.2080688476562
92,600.0,508.4134521484375
93,500.0,592.3543090820312
94,500.0,497.0148620605469
95,480.0,497.45599365234375
96,500.0,478.72589111328125
97,480.0,490.06231689453125
98,430.0,475.12200927734375
99,420.0,428.5931701660156
100,350.0,416.6119079589844
101,350.0,347.4693603515625
102,355.0,342.4771423339844
103,350.0,344.4506530761719
104,325.00000000000006,338.7752380371094
105,325.00000000000006,318.2169189453125
106,300.0,316.65496826171875
107,249.99999999999994,291.8645935058594
108,300.0,244.00701904296875
109,300.0,286.6647033691406
110,300.0,285.88275146484375
111,249.99999999999994,288.4938049316406
112,249.99999999999994,245.41436767578125
113,249.99999999999994,240.89312744140625
114,225.0,237.94140625
115,225.0,213.70956420898438
116,225.0,214.06634521484375
117,225.0,212.59039306640625
118,205.0,211.98391723632812
119,185.0,194.44137573242188
120,185.0,174.91592407226562
121,195.0,172.62466430664062
122,195.0,180.16622924804688
123,195.0,180.93423461914062
124,195.0,182.22250366210938
125,195.0,182.46511840820312
126,195.0,182.11611938476562
127,180.0,182.11611938476562
128,140.0,168.30496215820312
129,180.0,130.64944458007812
130,180.0,164.36557006835938
131,180.0,163.88241577148438
132,180.0,165.77572631835938
133,180.0,168.14199829101562
134,180.0,166.74606323242188
135,200.00000000000006,166.74606323242188
136,200.00000000000006,185.16107177734375
137,190.0,186.27157592773438
138,190.0,178.24472045898438
139,180.0,178.17471313476562
140,200.00000000000006,167.67904663085938
141,210.0,185.29611206054688
142,260.0,195.37265014648438
143,265.0,242.90362548828125
144,265.0,251.70809936523438
145,300.0,254.482177734375
146,300.0,287.86767578125
147,230.0,288.18743896484375
148,210.0,225.62664794921875
149,235.00000000000006,204.17410278320312
150,235.00000000000006,220.72833251953125
151,235.00000000000006,219.24591064453125
152,235.00000000000006,222.67095947265625
153,235.00000000000006,223.97549438476562
154,235.00000000000006,223.10299682617188
155,235.00000000000006,223.10299682617188
156,275.0,223.10299682617188
157,275.0,259.93316650390625
158,225.0,262.1541748046875
159,225.0,218.47799682617188
160,225.0,216.67218017578125
161,225.0,212.32452392578125
162,225.0,211.1114501953125
163,225.0,212.85635375976562
164,214.99999999999994,212.85635375976562
165,214.99999999999994,203.64883422851562
166,260.0,203.09359741210938
167,260.0,243.93710327148438
168,260.0,246.193115234375
169,260.0,249.19869995117188
170,260.0,250.29043579101562
171,260.0,248.72003173828125
172,200.00000000000006,248.72003173828125
173,200.00000000000006,193.47781372070312
174,200.00000000000006,190.14352416992188
175,200.00000000000006,186.60418701171875
176,245.0,185.14569091796875
177,245.0,228.67315673828125
178,245.0,231.17181396484375
179,275.0,233.82843017578125
180,275.0,262.54278564453125
181,275.0,262.63818359375
182,275.0,264.40924072265625
183,275.0,265.1370849609375
184,275.0,264.0901794433594
185,249.99999999999994,264.0901794433594
186,220.0,241.07131958007812
187,240.0,212.06060791015625
188,230.0,227.3338623046875
189,230.0,216.86148071289062
190,240.0,217.62945556640625
191,240.0,227.77865600585938
192,260.0,227.39328002929688
193,270.00000000000006,246.74789428710938
194,270.00000000000006,257.3084411621094
195,270.00000000000006,258.6954345703125
196,265.0,259.77105712890625
197,249.99999999999994,254.71197509765625
198,249.99999999999994,240.2740478515625
199,249.99999999999994,239.14599609375
200,200.00000000000006,238.13916015625
201,220.0,191.9158935546875
202,220.0,208.07440185546875
203,220.0,206.23440551757812
204,220.0,206.20077514648438
205,220.0,208.43087768554688
206,220.0,207.73291015625
207,220.0,207.73291015625
208,220.0,207.73291015625
209,205.0,207.73291015625
210,205.0,193.92178344726562
211,205.0,193.0888671875
212,205.0,192.20333862304688
213,255.0,191.83944702148438
214,255.0,238.40036010742188
215,255.0,241.17660522460938
216,255.0,244.12838745117188
217,255.0,245.34140014648438
218,255.0,243.5965576171875
219,255.0,243.5965576171875
220,255.0,243.5965576171875
221,255.0,243.5965576171875
