Date,Close
2018-10-01,254.0
2018-10-02,316.0
2018-10-03,394.0
2018-10-04,408.0
2018-10-05,410.0
2018-10-08,444.0
2018-10-09,466.0
2018-10-10,458.0
2018-10-11,430.0
2018-10-12,438.0
2018-10-15,436.0
2018-10-16,545.0
2018-10-17,478.0
2018-10-18,496.0
2018-10-19,496.0
2018-10-22,482.0
2018-10-23,480.0
2018-10-24,472.0
2018-10-25,434.0
2018-10-26,422.0
2018-10-29,398.0
2018-10-30,372.0
2018-10-31,344.0
2018-11-01,382.0
2018-11-02,386.0
2018-11-05,390.0
2018-11-06,460.0
2018-11-07,464.0
2018-11-08,460.0
2018-11-09,466.0
2018-11-12,480.0
2018-11-13,505.0
2018-11-14,494.0
2018-11-15,484.0
2018-11-16,480.0
2018-11-19,482.0
2018-11-20,482.0
2018-11-21,472.0
2018-11-22,472.0
2018-11-23,470.0
2018-11-26,470.0
2018-11-27,464.0
2018-11-28,464.0
2018-11-29,466.0
2018-11-30,458.0
2018-12-03,450.0
2018-12-04,446.0
2018-12-05,440.0
2018-12-06,440.0
2018-12-07,438.0
2018-12-10,424.0
2018-12-11,426.0
2018-12-12,426.0
2018-12-13,426.0
2018-12-14,422.0
2018-12-17,420.0
2018-12-18,416.0
2018-12-19,414.0
2018-12-20,398.0
2018-12-21,396.0
2018-12-24,396.0
2018-12-25,396.0
2018-12-26,394.0
2018-12-27,388.0
2018-12-28,398.0
2018-12-31,398.0
2019-01-01,398.0
2019-01-02,386.0
2019-01-03,386.0
2019-01-04,386.0
2019-01-07,384.0
2019-01-08,378.0
2019-01-09,372.0
2019-01-10,370.0
2019-01-11,404.0
2019-01-14,396.0
2019-01-15,386.0
2019-01-16,376.0
2019-01-17,374.0
2019-01-18,368.0
2019-01-21,358.0
2019-01-22,354.0
2019-01-23,352.0
2019-01-24,354.0
2019-01-25,356.0
2019-01-28,360.0
2019-01-29,372.0
2019-01-30,368.0
2019-01-31,368.0
2019-02-01,370.0
2019-02-04,368.0
2019-02-05,368.0
2019-02-06,368.0
2019-02-07,368.0
2019-02-08,362.0
2019-02-11,364.0
2019-02-12,366.0
2019-02-13,370.0
2019-02-14,372.0
2019-02-15,370.0
2019-02-18,370.0
2019-02-19,370.0
2019-02-20,370.0
2019-02-21,370.0
2019-02-22,360.0
2019-02-25,364.0
2019-02-26,362.0
2019-02-27,362.0
2019-02-28,360.0
2019-03-01,362.0
2019-03-04,360.0
2019-03-05,360.0
2019-03-06,362.0
2019-03-07,362.0
2019-03-08,360.0
2019-03-11,354.0
2019-03-12,354.0
2019-03-13,360.0
2019-03-14,358.0
2019-03-15,356.0
2019-03-18,356.0
2019-03-19,356.0
2019-03-20,350.0
2019-03-21,350.0
2019-03-22,350.0
2019-03-25,354.0
2019-03-26,354.0
2019-03-27,352.0
2019-03-28,358.0
2019-03-29,346.0
2019-04-01,342.0
2019-04-02,336.0
2019-04-03,336.0
2019-04-04,324.0
2019-04-05,314.0
2019-04-08,330.0
2019-04-09,318.0
2019-04-10,298.0
2019-04-11,302.0
2019-04-12,300.0
2019-04-15,294.0
2019-04-16,290.0
2019-04-17,290.0
2019-04-18,284.0
2019-04-19,284.0
2019-04-22,284.0
2019-04-23,284.0
2019-04-24,290.0
2019-04-25,294.0
2019-04-26,298.0
2019-04-29,304.0
2019-04-30,308.0
2019-05-01,308.0
2019-05-02,316.0
2019-05-03,322.0
2019-05-06,322.0
2019-05-07,330.0
2019-05-08,338.0
2019-05-09,336.0
