,y_actual,y_predict
0,186.9368133544922,232.55301567843543
1,186.9368133544922,214.8777198369438
2,182.87294006347656,217.5487889615239
3,186.9368133544922,216.19007110089493
4,182.87294006347656,214.14171707542891
5,178.80909729003906,220.47006311421893
6,191.00064086914065,217.77665390069603
7,191.00064086914065,219.6472395452319
8,191.00064086914065,218.74403332051523
9,186.9368133544922,216.70559940559218
10,195.06448364257807,216.98601117031046
11,195.06448364257807,214.64610509598643
12,195.06448364257807,216.37143056184158
13,191.00064086914065,219.2282835166705
14,191.00064086914065,217.28474537920158
15,195.06448364257807,217.48170917403232
16,195.06448364257807,218.4362222104773
17,199.1283416748047,216.38682657340428
18,199.1283416748047,226.8624633067849
19,199.1283416748047,228.3619772963503
20,199.1283416748047,225.4684000922913
21,203.1921539306641,216.73907977867475
22,207.2559967041016,209.52012605555763
23,195.06448364257807,196.91939332155053
24,195.06448364257807,203.08227191648373
25,191.00064086914065,218.70142644573315
26,199.1283416748047,218.5377446217741
27,199.1283416748047,212.78572724519927
28,199.1283416748047,214.69922728794404
29,215.3837127685547,216.4415657433804
30,215.3837127685547,222.15503357038523
31,211.31985473632807,224.7702127921662
32,203.1921539306641,230.36445081055507
33,207.2559967041016,230.37961865957527
34,203.1921539306641,221.832729178844
35,207.2559967041016,226.84452774692318
36,207.2559967041016,232.24165316882312
37,203.1921539306641,232.98951046243684
38,207.2559967041016,229.10139257589196
39,203.1921539306641,238.59780527746506
40,207.2559967041016,223.6642593481722
41,207.2559967041016,223.8134875710702
42,207.2559967041016,220.853038901841
43,203.1921539306641,222.77682609921885
44,199.1283416748047,215.82147947356017
45,203.1921539306641,206.39062878256559
46,203.1921539306641,214.38490858538992
47,207.2559967041016,217.04768449755613
48,195.06448364257807,220.4244504459423
49,203.1921539306641,219.3700418963296
50,203.1921539306641,216.39062597574224
51,186.9368133544922,224.5976326290501
52,182.87294006347656,231.5574433044531
53,178.80909729003906,231.7968453321867
54,199.1283416748047,227.29966241863485
55,191.00064086914065,228.78373079608485
